is_drug_like,mol weight,logp,hydrogen donors,hydrogen acceptors
Yes,408.88200000000006,2.266300000000001,2,7
No,429.6040000000001,5.406500000000006,1,3
Yes,430.5410000000002,2.7168000000000014,2,6
Yes,206.28499999999997,3.073200000000001,1,1
Yes,376.13600000000025,4.558300000000004,1,2
No,914.187,6.180600000000006,3,13
No,847.0190000000003,4.615720000000003,5,14
Yes,300.296,-1.523199999999998,1,6
Yes,391.46700000000016,4.411120000000004,0,5
Yes,339.3660000000001,-0.3953999999999982,1,8
Yes,363.3950000000001,0.15050000000000108,4,6
Yes,171.23999999999992,1.3702999999999994,2,2
Yes,198.21799999999996,0.4272000000000001,2,4
Yes,361.39700000000005,4.112400000000003,0,5
Yes,307.28700000000003,2.2289000000000003,1,7
Yes,180.15899999999996,1.3101,1,3
Yes,384.51600000000025,4.575300000000005,0,4
Yes,370.4890000000002,4.185200000000004,0,4
Yes,404.9340000000003,4.751700000000005,0,4
Yes,386.53200000000027,4.655200000000004,0,4
Yes,416.9450000000003,4.607600000000004,0,4
Yes,371.3020000000002,-1.7444999999999975,1,10
Yes,320.324,0.6633000000000002,2,5
No,399.9660000000002,5.972400000000006,1,4
No,510.8280000000005,5.452500000000005,0,3
Yes,357.4940000000002,3.342900000000002,1,4
Yes,75.067,-0.9702999999999999,2,2
Yes,305.205,1.925,2,3
Yes,197.18999999999997,0.052200000000000135,4,4
Yes,147.13,-0.7368999999999997,3,3
Yes,387.44000000000017,1.0567999999999995,1,8
Yes,383.40800000000024,1.7845999999999997,1,8
Yes,451.4830000000003,1.7177999999999993,1,9
Yes,230.26299999999998,3.036500000000001,1,2
Yes,232.28299999999996,1.8550999999999997,2,2
Yes,318.354,2.0060000000000002,3,4
Yes,233.69899999999996,2.2509000000000006,1,3
Yes,214.052,1.157,1,3
Yes,289.37500000000006,1.9308999999999996,1,4
No,495.6390000000002,5.270900000000005,1,5
No,877.0450000000004,5.6482200000000065,6,15
Yes,305.502,3.1984000000000004,1,2
Yes,396.95300000000003,3.1496000000000013,1,2
Yes,346.33900000000006,2.1756,1,7
Yes,317.223,2.4484000000000004,1,4
No,567.7960000000003,4.747620000000004,4,6
Yes,287.35900000000004,1.8503,1,4
No,1255.4379999999994,0.7256400000000032,5,18
No,396.6590000000001,7.641000000000008,1,1
No,628.8139999999999,4.328140000000003,4,5
No,495.7450000000004,6.881900000000007,1,5
Yes,305.374,2.3743000000000007,2,4
Yes,303.358,2.0576,5,5
No,810.9889999999998,3.9909000000000034,3,12
No,824.9719999999999,3.5175000000000027,3,12
Yes,287.35900000000004,3.383000000000002,2,2
Yes,269.30800000000005,0.38260000000000005,2,4
Yes,160.17999999999998,0.9153999999999998,2,4
Yes,136.19799999999998,0.6923999999999992,2,2
Yes,380.66200000000003,0.8210000000000004,3,5
Yes,379.8910000000002,1.5976000000000001,3,5
Yes,304.217,3.377900000000002,1,2
Yes,206.332,2.7851000000000017,1,3
No,534.4910000000002,4.967800000000004,0,8
No,476.5360000000002,-5.136799999999991,6,10
No,514.6290000000004,7.2644200000000065,1,3
Yes,242.274,3.6670000000000016,1,2
Yes,251.71299999999997,2.904300000000001,1,2
Yes,244.265,3.6808000000000023,1,1
No,500.57900000000024,4.430000000000004,1,6
No,521.0500000000003,4.086800000000004,1,7
No,790.0010000000001,2.7465000000000055,4,15
No,563.6720000000004,6.121300000000007,1,6
Yes,492.68900000000025,4.255800000000003,0,6
Yes,151.165,1.3505999999999998,2,2
Yes,236.278,-1.4237999999999997,1,5
No,404.34100000000007,5.4992000000000045,0,2
No,325.496,5.341420000000006,1,2
Yes,284.363,-2.6710999999999965,2,6
Yes,405.49500000000023,1.2352000000000007,4,5
Yes,213.664,1.857,2,2
No,249.096,-1.2731999999999999,6,4
Yes,359.451,2.989420000000001,1,5
Yes,310.4660000000001,4.631100000000004,0,3
No,475.58700000000016,-3.200699999999992,8,12
Yes,224.21599999999998,-0.7090799999999999,2,4
Yes,267.245,-0.19628000000000012,2,5
Yes,470.5440000000002,2.673700000000001,2,9
Yes,430.3790000000001,2.8795800000000007,2,5
Yes,361.37300000000005,1.5439999999999998,1,5
Yes,152.149,1.1788,1,3
Yes,201.254,2.6864,1,3
Yes,262.35599999999994,2.994300000000001,1,2
No,514.5890000000003,-1.0438999999999956,2,10
No,510.4810000000003,-0.16829999999999856,2,12
No,511.5820000000002,0.8396999999999999,2,12
Yes,468.37000000000023,2.1145,3,9
Yes,144.214,2.2874,1,1
No,384.6480000000002,7.619000000000008,1,1
Yes,447.54300000000035,2.965820000000001,2,8
Yes,354.4500000000001,2.6471000000000013,2,4
No,608.6880000000004,4.171100000000004,1,10
Yes,451.61500000000024,3.193900000000001,2,4
Yes,145.16099999999997,1.9403999999999995,1,2
Yes,94.11299999999999,1.3921999999999999,1,1
Yes,325.46000000000015,2.2875200000000007,0,4
No,412.6380000000001,6.072400000000007,0,2
No,282.4679999999999,6.1085000000000065,1,1
Yes,146.21,0.25570000000000004,0,2
Yes,494.53100000000023,2.9376000000000015,1,7
Yes,402.48700000000025,2.560600000000001,1,6
Yes,494.53100000000023,2.9853000000000014,1,7
No,853.918,3.7357000000000036,4,14
Yes,108.13999999999997,1.1789,1,1
Yes,327.8150000000001,3.7714000000000025,0,4
Yes,343.8830000000001,4.1303000000000045,0,4
Yes,326.83100000000013,3.7227000000000023,1,4
Yes,266.38800000000003,3.0234000000000014,0,2
Yes,259.35299999999995,2.782700000000001,2,4
Yes,310.3350000000001,0.8768,2,7
Yes,338.45500000000015,2.841400000000001,2,2
Yes,296.5520000000001,3.6212000000000026,0,4
Yes,387.23,1.7840599999999998,3,4
Yes,412.9460000000002,3.809000000000002,1,5
Yes,357.793,3.9273200000000026,1,3
Yes,464.44400000000013,3.992480000000003,1,4
Yes,331.8680000000001,4.880900000000004,0,3
Yes,255.36100000000002,3.3542000000000023,0,2
Yes,392.4990000000001,3.410300000000002,1,5
Yes,414.41000000000025,2.4092000000000002,1,8
Yes,388.46400000000017,2.5828000000000007,1,6
Yes,176.124,-1.4073999999999995,4,6
No,182.172,-3.5854000000000004,6,6
Yes,416.4740000000002,3.0909000000000013,2,3
Yes,192.123,-1.2484999999999995,4,4
Yes,324.38000000000005,2.519000000000001,1,4
Yes,264.372,3.0839000000000016,0,2
Yes,114.17299999999999,0.7087999999999999,1,2
Yes,354.1,-1.2181000000000002,3,5
Yes,245.36599999999993,3.2997200000000024,0,2
No,532.472,4.462700000000003,0,7
Yes,310.33500000000004,0.8768,2,7
Yes,426.4880000000001,4.826600000000004,0,6
Yes,211.22400000000002,1.617,1,3
Yes,301.3940000000001,2.8145700000000007,4,3
Yes,331.35300000000007,1.5809999999999997,2,5
Yes,257.289,2.1916200000000003,1,2
Yes,269.388,3.662620000000003,0,2
Yes,383.51700000000017,2.8560000000000016,1,6
Yes,424.49700000000024,2.5731,2,5
Yes,438.5240000000003,2.5671,2,5
Yes,191.13899999999998,-1.2782000000000004,1,6
Yes,261.089,1.884,1,2
Yes,469.3910000000003,1.6899999999999993,2,10
No,501.66700000000014,5.510500000000006,3,4
Yes,195.218,0.7367000000000001,3,3
Yes,418.57400000000024,4.585600000000005,1,5
Yes,403.5260000000002,4.064700000000003,1,3
Yes,190.155,-1.0273000000000003,4,3
Yes,76.05499999999999,-0.9561000000000002,3,2
Yes,237.29899999999992,1.4525,1,4
Yes,250.33799999999997,3.573240000000002,1,2
Yes,291.391,2.3334,2,4
Yes,248.326,1.68608,2,4
No,631.8180000000003,2.0422000000000016,4,7
Yes,372.55300000000017,3.8145000000000024,2,2
Yes,190.158,1.8485999999999996,1,4
Yes,260.253,1.1077,1,4
Yes,359.26,2.667700000000001,0,6
No,454.6110000000002,5.093080000000005,0,6
Yes,285.391,2.658400000000001,0,4
Yes,228.247,2.631800000000001,1,3
Yes,233.24499999999998,-0.794999999999999,1,4
No,645.6080000000004,-8.564500000000011,14,19
Yes,376.4680000000002,2.7808000000000015,2,4
No,538.5840000000003,4.9268000000000045,1,7
No,624.8739999999999,5.458300000000006,0,8
Yes,392.4670000000002,1.8957000000000002,3,5
No,654.6059999999999,3.192800000000001,3,6
Yes,461.47100000000023,2.639820000000001,1,8
Yes,314.36600000000004,2.9644200000000005,1,4
Yes,435.8890000000002,2.5487200000000003,2,6
Yes,375.87100000000015,4.425600000000004,1,3
Yes,293.4069999999999,2.9666000000000015,0,4
Yes,341.4330000000001,0.5567000000000012,2,5
Yes,170.212,-0.12729999999999997,1,2
No,404.5040000000001,5.3852000000000055,0,2
No,584.6590000000006,-1.5149999999999972,8,12
Yes,349.31600000000003,2.1769,1,5
Yes,408.5790000000002,3.4487000000000023,4,4
Yes,122.12299999999996,1.3848,1,1
No,429.1340000000001,6.117800000000003,0,3
Yes,310.8280000000001,4.018900000000002,1,2
Yes,303.358,0.9180999999999995,1,5
Yes,198.22599999999997,-0.367,0,2
No,863.3649999999996,17.853899999999975,0,4
Yes,397.475,4.338300000000004,2,5
Yes,482.62800000000027,4.773280000000004,1,5
No,368.5240000000001,5.1070000000000055,0,2
Yes,254.24599999999998,-2.213099999999999,2,5
Yes,198.18199999999996,-1.8643999999999998,1,3
Yes,206.027,-0.9922000000000002,5,3
Yes,254.28599999999997,-0.18789999999999946,3,5
Yes,172.20900000000003,-0.08380000000000004,2,3
Yes,334.169,2.889400000000001,2,3
No,471.54600000000016,-0.7283199999999983,2,11
Yes,379.50000000000017,4.361100000000004,0,4
Yes,352.4780000000001,4.364400000000003,1,3
Yes,265.36,2.6949000000000014,1,3
Yes,308.315,2.7586000000000013,1,5
Yes,314.46900000000005,4.723500000000005,0,2
Yes,76.095,-0.6405000000000001,2,2
No,928.8030000000002,11.08549999999999,1,11
No,512.4880000000003,4.657880000000004,2,5
No,676.8690000000001,3.1846700000000006,6,9
Yes,407.5590000000002,1.7173800000000015,2,5
Yes,365.47800000000024,0.5470800000000009,2,5
No,512.4880000000003,4.657880000000004,2,5
Yes,430.57700000000017,4.665440000000004,2,4
Yes,444.60400000000016,4.973860000000004,2,4
Yes,471.5080000000001,4.462400000000003,2,5
Yes,396.4940000000001,3.9871000000000025,2,3
No,482.4650000000002,5.275500000000003,0,9
No,490.56600000000026,5.923700000000004,0,9
No,502.5740000000002,4.419700000000004,0,11
No,491.55400000000026,5.318700000000003,0,10
Yes,474.50200000000024,4.380900000000003,0,9
Yes,474.50200000000024,4.380900000000004,0,9
No,520.5920000000002,5.932300000000005,0,10
No,491.55400000000026,5.318700000000003,0,10
No,495.5420000000002,5.220120000000003,0,11
Yes,414.46800000000013,4.256700000000002,0,9
No,561.6450000000002,5.625500000000004,0,10
No,605.6980000000003,5.642100000000006,0,11
No,589.6990000000002,6.187900000000005,0,10
No,600.6820000000001,5.827700000000005,0,11
No,513.6010000000002,4.483400000000004,0,11
No,509.5440000000002,5.457800000000003,0,10
No,509.5440000000002,5.457800000000003,0,10
No,505.58100000000024,5.627120000000003,0,10
No,534.6190000000003,5.724420000000005,1,10
No,525.9990000000003,5.972100000000003,0,10
No,568.6580000000001,5.327200000000004,0,11
Yes,443.51000000000016,4.147320000000002,1,10
No,539.6390000000001,4.932720000000005,0,11
No,513.6010000000002,4.401720000000004,0,11
No,555.6380000000003,4.600000000000004,0,12
No,532.5940000000003,6.549600000000004,0,9
No,514.5850000000003,4.254700000000003,1,11
No,542.6390000000002,5.031700000000005,1,11
No,530.6030000000002,5.540320000000005,0,10
No,570.6490000000002,4.7614000000000045,1,12
No,582.582,5.273500000000003,1,11
No,588.589,6.0549000000000035,1,10
No,542.5360000000003,6.393800000000004,0,9
No,502.5930000000002,6.241500000000005,0,9
No,623.0340000000001,6.708300000000004,1,10
No,609.7300000000002,5.256900000000005,1,11
No,608.7020000000002,4.616480000000005,1,12
No,645.7630000000003,6.055000000000007,0,11
No,506.58400000000023,6.945600000000004,0,8
No,507.62200000000024,6.032000000000004,0,10
No,495.5360000000002,6.413200000000003,0,8
No,471.3360000000002,5.257520000000004,0,7
No,502.98300000000023,6.815420000000004,0,7
No,512.5470000000004,5.890720000000004,0,9
No,520.6150000000002,3.609320000000002,1,10
No,520.6150000000004,4.239120000000003,1,10
No,498.5680000000002,5.502120000000003,1,9
Yes,465.5350000000002,3.9235200000000026,1,9
No,532.6260000000003,4.919420000000004,1,9
No,491.5730000000002,5.085920000000003,1,9
Yes,447.52000000000015,4.7051200000000035,0,8
No,522.5900000000003,6.719920000000005,2,8
No,512.5950000000003,6.250460000000005,1,9
No,519.5330000000002,6.5168200000000045,1,8
No,515.5700000000003,6.686140000000004,1,8
No,587.1050000000001,6.475020000000006,0,9
No,560.6800000000003,4.796020000000005,0,10
No,475.5740000000002,5.483720000000004,0,8
No,475.5740000000002,5.483720000000004,0,8
No,504.61600000000027,4.635320000000004,0,9
Yes,435.5090000000002,4.561020000000004,0,8
No,540.6300000000002,6.848320000000004,1,10
No,516.5580000000003,6.081140000000004,1,9
No,567.6750000000002,5.525040000000005,0,10
No,586.6550000000001,5.519280000000005,0,11
No,587.6830000000002,6.159700000000004,0,10
No,615.615,6.215800000000004,1,10
No,600.6820000000001,5.909380000000005,0,11
Yes,342.35100000000006,2.5041,2,5
Yes,461.92700000000013,3.4346000000000023,1,6
Yes,462.9150000000002,2.8374000000000006,2,6
Yes,457.8950000000002,3.0686000000000018,1,6
Yes,477.97000000000025,3.5329000000000024,1,7
No,635.231,4.623200000000003,3,7
No,636.179,1.733070000000001,4,8
Yes,479.4870000000002,2.9404000000000003,2,5
Yes,497.5550000000003,3.098080000000002,1,6
No,558.5740000000002,2.3411999999999997,1,8
No,540.5840000000002,2.2020999999999997,1,8
No,533.5600000000004,2.4644000000000004,2,6
No,533.5350000000003,3.376280000000002,1,6
No,545.003,2.8469000000000015,1,7
No,510.5580000000002,2.1935000000000002,1,7
No,522.5450000000003,1.5213999999999999,1,10
Yes,333.8230000000001,2.1950000000000003,2,4
Yes,447.53900000000027,3.8110000000000026,2,5
Yes,313.4050000000001,1.7617999999999998,3,4
Yes,395.46300000000014,3.236720000000002,2,5
Yes,295.346,1.5892199999999999,3,4
Yes,389.48100000000017,1.3310199999999992,2,6
Yes,409.8990000000001,1.6759999999999993,2,6
Yes,409.8990000000002,1.6760000000000002,2,6
Yes,393.44400000000013,1.1616999999999993,2,6
Yes,393.44400000000013,1.1616999999999993,2,6
Yes,325.4160000000001,2.0828999999999995,2,5
Yes,325.4160000000001,2.0828999999999995,2,5
Yes,443.45100000000014,2.0413999999999994,2,6
Yes,443.4510000000002,2.0414,2,6
Yes,377.4700000000002,0.8818000000000001,1,5
Yes,391.45000000000016,3.4067000000000025,2,5
Yes,403.5080000000001,1.5849999999999993,2,6
Yes,389.48100000000017,1.33102,2,6
Yes,389.48100000000017,1.33102,2,6
Yes,393.44400000000013,1.1616999999999993,2,6
Yes,403.50800000000015,1.8011999999999997,2,6
Yes,376.4420000000001,0.41759999999999964,2,7
Yes,417.5350000000002,2.1460000000000004,2,6
Yes,451.5520000000002,2.6895999999999995,2,6
Yes,407.47100000000023,1.4701199999999994,2,6
Yes,407.47100000000023,1.4701199999999994,2,6
Yes,417.5350000000002,1.89342,2,6
Yes,409.8990000000001,1.6759999999999995,2,6
Yes,409.8990000000001,1.6759999999999995,2,6
Yes,405.4800000000002,1.0311999999999997,2,7
Yes,405.4800000000002,1.0311999999999997,2,7
Yes,443.4510000000002,2.0414000000000003,2,6
Yes,417.5350000000002,1.89342,2,6
Yes,316.3360000000001,1.9167,2,5
Yes,330.36300000000017,2.2251199999999995,2,5
Yes,309.373,1.93142,2,4
Yes,355.39800000000014,1.8293999999999997,2,6
Yes,354.41400000000016,1.4023999999999992,3,5
Yes,354.41400000000004,1.4023999999999994,3,5
Yes,375.4540000000002,1.0225999999999986,2,6
Yes,325.41600000000017,2.0828999999999995,2,5
Yes,325.41600000000005,2.0828999999999995,2,5
Yes,339.39900000000017,1.6094999999999993,2,5
Yes,299.3780000000001,1.5415999999999994,2,4
Yes,299.37800000000004,1.5415999999999996,2,4
Yes,337.38300000000015,1.84812,2,4
Yes,373.4380000000001,1.2612199999999993,2,5
Yes,375.4540000000001,1.0225999999999993,2,6
Yes,375.4540000000002,1.0226000000000002,2,6
Yes,437.52500000000015,2.451900000000001,2,6
Yes,437.52500000000015,2.4519,2,6
Yes,339.3990000000001,1.6094999999999997,2,5
Yes,339.3990000000001,1.6094999999999995,2,5
Yes,401.47000000000014,2.9034000000000013,2,5
Yes,401.47000000000014,2.9034000000000013,2,5
Yes,390.4690000000001,0.5272000000000009,3,6
Yes,390.46900000000016,0.5272000000000008,3,6
Yes,354.4140000000001,1.4023999999999994,3,5
Yes,355.3980000000001,1.8293999999999997,2,6
Yes,431.4960000000002,3.3998000000000026,2,6
Yes,431.4960000000002,3.3998000000000017,2,6
Yes,297.362,1.3505999999999998,3,5
Yes,353.4260000000001,1.9995999999999996,2,5
Yes,353.4260000000001,1.9995999999999996,2,5
Yes,367.45300000000015,2.2455999999999996,2,5
Yes,368.44100000000014,1.744599999999999,2,5
Yes,389.4810000000001,1.4126999999999994,2,6
Yes,389.48100000000017,1.4126999999999998,2,6
Yes,403.50800000000015,1.8011999999999988,2,6
Yes,403.50800000000015,1.8012,2,6
Yes,404.49600000000015,0.8693999999999993,2,6
Yes,397.88800000000015,1.5247999999999995,2,5
Yes,375.4540000000001,1.0225999999999993,2,6
Yes,421.49800000000016,1.940299999999999,2,6
Yes,435.5250000000002,2.3304,2,6
Yes,411.4340000000002,1.4589,2,6
Yes,443.4510000000002,1.7970000000000002,2,6
Yes,419.48200000000026,1.6943,2,6
Yes,315.3520000000001,1.4896999999999998,3,5
Yes,357.4330000000001,2.6121,2,5
Yes,357.4330000000001,2.6105,2,5
Yes,371.4600000000001,2.8581000000000003,2,5
Yes,456.5030000000002,1.9860000000000002,2,7
Yes,429.42400000000015,1.7545000000000002,2,6
Yes,359.8610000000001,2.7363,2,5
Yes,343.4060000000001,2.2219999999999995,2,5
Yes,343.4060000000001,2.2219999999999995,2,5
Yes,392.43800000000016,2.801700000000001,2,6
Yes,452.5400000000002,2.084599999999999,2,7
Yes,452.54000000000025,2.0845999999999996,2,7
Yes,357.4330000000001,2.5304200000000003,2,5
Yes,339.4430000000001,2.3913200000000003,2,5
Yes,311.38900000000007,1.65902,3,5
Yes,312.3730000000001,2.08602,2,5
Yes,316.3360000000001,1.9167,2,5
Yes,316.3360000000001,1.9167,2,5
Yes,312.3730000000001,2.08602,2,5
Yes,253.257,2.932520000000001,0,4
Yes,271.247,3.071620000000001,0,4
Yes,339.3470000000001,3.0569000000000015,0,6
Yes,369.3730000000001,3.065500000000002,0,7
Yes,285.324,3.1012000000000013,0,5
Yes,265.26800000000003,3.289200000000002,0,4
Yes,296.28200000000004,2.2131999999999996,3,4
Yes,300.27000000000004,2.853720000000001,2,4
Yes,229.26,2.916500000000001,0,4
Yes,412.4490000000001,3.8492200000000016,0,5
Yes,271.70300000000003,3.8168200000000017,0,3
Yes,301.348,4.238000000000001,0,6
Yes,216.192,2.3113,0,4
Yes,305.29,0.9575999999999998,1,7
Yes,163.13199999999995,0.4813,1,3
Yes,233.17899999999997,2.407,0,5
Yes,248.26300000000003,0.7501000000000002,2,4
Yes,453.2920000000001,4.879000000000003,2,4
Yes,401.4220000000001,4.047220000000002,0,5
Yes,352.22400000000005,3.2036000000000016,0,5
Yes,314.086,1.6616,2,3
Yes,164.16,1.9336000000000002,1,2
Yes,347.3520000000001,1.8229199999999999,1,7
Yes,363.35100000000006,1.5231000000000001,1,8
Yes,275.30400000000003,3.6724400000000017,0,4
Yes,271.341,3.787320000000002,0,4
Yes,351.31500000000005,1.6536,1,7
Yes,292.088,3.1329800000000017,0,4
Yes,170.21499999999997,2.12387,2,1
Yes,303.366,-0.4650299999999974,4,4
Yes,317.39300000000003,-0.07492999999999767,4,4
Yes,329.40400000000005,-0.07492999999999861,4,4
Yes,329.40400000000005,-0.060229999999999284,4,4
Yes,338.4560000000002,-0.5157299999999976,5,4
Yes,345.447,0.5611700000000028,4,4
Yes,352.48300000000023,-0.12562999999999747,5,4
Yes,355.4420000000001,0.7448000000000012,4,5
Yes,357.45800000000014,0.7052700000000012,4,4
Yes,361.40200000000004,-0.7495299999999967,5,5
No,362.4780000000002,-0.16932999999999765,6,4
Yes,365.437,0.8877700000000014,4,4
Yes,367.4530000000001,0.9304000000000008,4,5
Yes,367.4970000000001,1.52507,5,4
Yes,368.48100000000017,1.2263000000000006,4,4
Yes,369.46900000000016,0.7873000000000011,4,5
Yes,369.46900000000016,0.7873000000000011,4,5
Yes,371.4850000000002,1.0953700000000008,4,4
Yes,371.4850000000002,1.0953700000000008,4,4
Yes,371.4850000000001,1.11007,4,4
Yes,372.46900000000016,1.12897,4,4
Yes,359.90100000000007,2.894400000000001,3,3
Yes,375.4290000000001,-0.3594299999999968,5,5
Yes,379.46400000000006,0.757770000000002,4,4
Yes,381.48000000000013,1.051670000000001,5,4
Yes,381.48000000000013,1.3205000000000005,4,5
Yes,383.49600000000015,1.10847,4,4
Yes,385.51200000000017,1.4854700000000005,4,4
Yes,387.4400000000001,-0.3594299999999975,5,5
Yes,387.44000000000017,-0.2632299999999983,4,5
Yes,389.4590000000002,2.4004700000000003,5,3
Yes,389.88300000000015,2.1266000000000003,4,4
Yes,391.47500000000014,1.1469700000000007,5,4
Yes,391.47500000000014,1.85967,4,4
Yes,391.4750000000001,0.902270000000001,4,4
Yes,393.4910000000001,0.8338700000000014,5,4
Yes,393.4910000000001,1.2372700000000014,5,4
Yes,393.4910000000001,1.2372700000000014,5,4
Yes,393.4910000000001,1.1478700000000013,4,4
Yes,394.47900000000016,1.2261000000000002,5,5
Yes,394.47900000000016,1.2261000000000002,5,5
Yes,395.50700000000023,1.9416999999999998,3,5
Yes,395.5070000000001,1.4417700000000004,5,4
Yes,395.5070000000001,1.3600900000000025,5,4
Yes,395.5070000000001,1.312370000000001,5,4
Yes,395.5070000000001,1.3600900000000016,5,4
Yes,395.5070000000001,1.3600900000000016,5,4
Yes,399.4700000000001,1.190770000000001,5,4
Yes,399.4700000000001,1.19077,5,4
Yes,399.4700000000001,1.190770000000001,5,4
Yes,399.47000000000014,1.001270000000002,5,4
Yes,399.5390000000002,1.87557,4,4
Yes,403.48600000000016,1.6524000000000005,4,5
No,403.48300000000023,0.3261700000000023,6,5
Yes,403.48300000000006,0.27667000000000325,5,5
Yes,405.5020000000002,1.5370700000000004,5,4
Yes,405.5020000000001,1.5370700000000004,5,4
Yes,405.5020000000001,0.9300700000000017,4,4
Yes,406.4900000000001,1.0083000000000006,5,5
Yes,406.4900000000002,1.293,4,6
No,406.4900000000002,1.142870000000001,6,4
Yes,407.5180000000002,1.0945700000000014,5,4
Yes,407.51800000000014,1.627370000000001,5,4
Yes,407.51800000000014,1.6273700000000002,5,4
Yes,407.51800000000014,1.5379700000000014,4,4
Yes,409.4900000000001,1.0477000000000016,5,5
No,409.4900000000001,0.3412700000000019,6,5
Yes,409.53400000000016,1.668510000000001,5,4
Yes,409.5340000000001,1.6685100000000017,5,4
Yes,411.50600000000014,1.0602700000000027,5,5
Yes,411.50600000000014,1.0602700000000027,5,5
Yes,411.50600000000014,1.0602700000000027,5,5
Yes,413.5220000000003,1.2727700000000013,4,4
Yes,415.9250000000001,1.7050699999999996,5,4
Yes,415.9250000000001,1.7050699999999996,5,4
Yes,415.9250000000001,1.7050699999999996,5,4
Yes,415.4940000000002,0.42077000000000186,5,5
Yes,417.4600000000001,1.32987,5,4
Yes,417.4600000000001,1.32987,5,4
Yes,417.4600000000001,1.32987,5,4
Yes,417.4600000000001,1.32987,5,4
Yes,417.51300000000015,1.6802000000000001,4,5
Yes,417.51300000000015,2.0836000000000006,4,5
Yes,417.51300000000015,2.0836000000000006,4,5
Yes,417.51300000000015,1.6802000000000001,4,5
Yes,417.51300000000015,1.8147699999999996,5,4
Yes,417.51300000000015,1.8147699999999996,5,4
No,417.51000000000005,0.7146700000000019,6,5
Yes,417.5100000000001,0.5423700000000025,5,6
Yes,417.5100000000003,0.6683700000000021,5,5
No,418.50100000000015,1.2873700000000015,6,4
Yes,423.5420000000002,1.876269999999999,5,5
Yes,423.47300000000007,0.603270000000002,5,5
No,423.51700000000017,0.7313700000000007,6,5
Yes,428.53700000000026,0.21157000000000203,5,5
Yes,429.9520000000001,2.013489999999999,5,4
No,429.52100000000036,0.8587700000000016,6,5
Yes,429.52100000000024,0.9070700000000005,4,5
No,431.5370000000001,1.104770000000002,6,5
Yes,431.5370000000003,1.056870000000001,5,5
Yes,435.57200000000023,2.2350700000000003,5,4
Yes,437.5000000000001,0.4732700000000021,5,5
No,439.5160000000002,0.767170000000003,6,5
Yes,441.5320000000002,1.0688700000000029,5,6
Yes,441.5320000000002,1.0688700000000027,5,6
Yes,441.53200000000027,0.9054700000000007,4,5
Yes,443.5480000000003,1.2009700000000003,5,5
Yes,443.54800000000023,1.2009700000000012,5,5
No,445.52000000000027,0.5164700000000007,6,6
Yes,445.56400000000036,1.4469700000000014,5,5
Yes,450.3700000000002,2.3584700000000005,5,4
Yes,449.47700000000015,2.0704699999999994,5,4
Yes,449.47700000000015,2.0704699999999994,5,4
Yes,449.5110000000002,0.6992700000000016,4,5
Yes,449.5990000000003,2.62517,5,4
No,451.5270000000002,0.549370000000003,6,5
Yes,451.52700000000016,0.8633700000000017,5,5
Yes,451.61500000000024,2.87277,5,4
Yes,451.61500000000024,2.72867,5,4
Yes,457.5750000000003,1.5910700000000009,5,5
No,460.58200000000016,2.210870000000001,6,4
Yes,463.5380000000002,0.6455700000000024,5,5
Yes,463.6260000000003,3.01527,5,4
Yes,465.5540000000002,1.2534700000000016,5,5
Yes,467.6390000000002,2.535490000000001,4,5
Yes,471.6050000000002,2.882769999999999,5,4
Yes,472.5930000000002,2.2777699999999994,5,5
Yes,473.4990000000002,2.9168000000000003,4,5
Yes,485.6290000000003,3.051470000000002,4,5
Yes,487.5260000000002,3.259000000000002,3,5
No,473.6210000000002,3.06177,6,5
Yes,475.6120000000002,3.4952700000000005,5,4
Yes,495.66800000000023,2.8893700000000013,5,6
No,496.6590000000002,3.8374700000000006,6,4
No,545.6400000000002,2.3461700000000008,6,6
No,547.7030000000002,4.549770000000002,5,4
No,556.7110000000004,2.7193700000000005,5,6
No,559.6670000000003,2.4345700000000017,5,7
No,569.7540000000002,2.634570000000002,5,6
No,584.7210000000002,2.355170000000002,5,6
Yes,457.5750000000003,1.5910700000000009,5,5
Yes,429.52100000000024,0.8108700000000015,5,5
No,397.4790000000001,1.0717700000000012,6,5
Yes,385.5120000000002,1.4854700000000003,4,4
Yes,394.47900000000016,1.2261000000000002,5,5
Yes,420.51700000000017,1.0187000000000008,4,5
Yes,408.3290000000002,3.0744000000000007,3,3
Yes,315.37700000000007,-0.3209299999999986,4,4
No,403.48300000000023,0.4539700000000013,6,5
Yes,379.46400000000017,1.5184699999999993,5,4
Yes,383.49600000000015,1.3616400000000008,4,5
Yes,385.4680000000002,0.6236000000000007,4,6
No,510.6420000000002,3.36407,6,4
Yes,461.99000000000024,2.8363000000000005,3,6
Yes,407.51800000000014,1.627370000000001,5,4
Yes,421.5450000000002,1.9357900000000003,5,4
No,569.7540000000002,2.634570000000002,5,6
No,539.6440000000002,2.06287,6,7
Yes,439.5190000000002,3.5536700000000003,5,3
Yes,421.4760000000001,2.8479900000000002,5,3
No,531.6570000000004,2.25387,6,6
No,505.0150000000004,1.2983999999999998,5,6
Yes,419.4850000000001,2.40907,5,4
Yes,403.48600000000005,2.7088900000000002,5,3
Yes,465.5570000000002,4.067470000000001,5,3
Yes,421.5450000000002,1.9357900000000003,5,4
Yes,401.8940000000001,2.312200000000001,4,4
Yes,369.46900000000016,1.0532200000000014,4,5
Yes,369.46900000000005,1.0532200000000016,4,5
