is_drug_like,mol weight,logp,hydrogen donors,hydrogen acceptors
Yes,297.745,-0.35129999999999945,3,5
No,476.4790000000003,-1.5894999999999986,8,8
Yes,162.077,-0.9102000000000001,1,5
Yes,178.14000000000001,-3.0132,4,6
Yes,217.056,-1.1702000000000001,3,2
Yes,179.17499999999998,1.3432,2,2
Yes,135.16599999999997,1.6449999999999998,1,1
Yes,361.82500000000005,3.554500000000001,2,3
Yes,116.07199999999999,-0.28819999999999985,2,2
Yes,232.23899999999998,1.4230200000000002,1,3
Yes,287.3589999999999,3.383000000000002,2,2
Yes,128.156,0.43248999999999993,2,2
Yes,325.36100000000005,-0.3925999999999994,2,7
Yes,276.745,1.7379,2,3
Yes,284.728,1.513,2,5
Yes,327.43100000000004,2.5460000000000003,1,6
Yes,146.14200000000002,0.7160000000000002,2,2
Yes,212.248,2.602900000000001,1,2
Yes,156.61199999999997,2.662440000000001,1,1
Yes,164.248,3.0798000000000014,1,1
Yes,136.114,0.058499999999999885,2,4
No,645.6080000000003,-8.564500000000002,14,19
Yes,290.832,3.644400000000001,0,0
No,278.4359999999999,5.660500000000005,1,1
Yes,385.5120000000001,2.0881999999999996,0,6
Yes,136.238,3.308900000000002,0,0
Yes,240.214,1.8731999999999998,2,4
Yes,288.385,0.38809999999999967,0,4
Yes,281.312,3.720340000000003,1,5
Yes,390.867,0.7786000000000008,2,4
Yes,271.35999999999996,3.475500000000002,0,2
Yes,207.01599999999996,2.4838000000000005,1,3
No,326.43600000000004,5.362500000000006,1,3
Yes,99.133,0.23859999999999992,0,1
Yes,139.10999999999999,1.3003999999999998,1,3
Yes,304.217,3.377900000000002,1,2
Yes,224.21599999999998,-0.7090799999999999,2,4
Yes,130.23100000000002,2.3392000000000013,1,1
Yes,172.20899999999997,-0.08379999999999999,2,3
Yes,210.27999999999997,3.396600000000001,1,1
Yes,166.188,-0.3897000000000001,3,6
Yes,307.825,3.3415000000000017,1,3
Yes,218.21799999999996,-4.146599999999998,2,6
Yes,104.15199999999997,2.3296,0,0
Yes,132.206,2.5654000000000012,0,0
Yes,228.321,1.6111999999999997,1,4
Yes,134.175,-0.2354,2,3
Yes,151.165,2.21164,0,2
Yes,144.21399999999997,2.2874,1,1
Yes,304.66999999999996,4.843900000000003,0,2
Yes,233.09799999999998,3.086900000000001,1,1
Yes,162.23600000000002,1.8483,0,2
Yes,194.18599999999998,1.2597999999999998,0,4
Yes,266.381,4.163100000000004,0,3
Yes,261.08899999999994,1.884,1,2
Yes,164.20399999999998,2.1292999999999997,1,2
Yes,313.716,-1.4856799999999961,0,3
Yes,243.02100000000002,-1.8738999999999986,0,3
Yes,181.32299999999995,3.2414000000000023,1,1
Yes,88.06199999999998,-0.3399999999999999,1,2
Yes,192.30199999999996,3.6582000000000026,0,1
Yes,126.11099999999998,0.6538199999999998,1,3
Yes,120.19499999999998,2.611860000000001,0,0
Yes,88.10599999999998,0.8711,1,1
No,246.438,6.150000000000007,0,0
Yes,438.76700000000005,3.748700000000002,1,6
Yes,162.94,2.608600000000001,0,2
Yes,150.177,1.78162,0,2
Yes,164.16,1.2856999999999998,0,3
Yes,192.123,-1.2485,4,4
Yes,296.41,4.029500000000003,0,2
Yes,414.34600000000006,3.4407000000000014,2,4
Yes,212.201,1.3701999999999999,3,5
Yes,311.425,3.530400000000003,0,3
Yes,179.307,2.6941000000000006,1,1
Yes,268.74399999999997,1.4019999999999997,1,3
Yes,236.274,3.3872000000000018,1,1
Yes,142.18300000000002,0.74091,2,2
Yes,312.4530000000001,3.8826000000000036,1,2
No,368.52399999999994,5.1070000000000055,0,2
Yes,316.48500000000007,4.515300000000004,1,2
Yes,385.4850000000002,2.9846000000000013,1,5
Yes,353.46600000000007,1.9350999999999998,2,3
No,286.459,5.510300000000005,1,1
No,463.8800000000001,6.399220000000006,0,2
Yes,369.339,3.614700000000002,2,5
Yes,130.078,-0.7977000000000001,2,2
Yes,285.69100000000003,-0.29740000000000044,3,7
No,1950.6810000000014,-31.31240000000006,32,67
Yes,146.14600000000002,-1.3361999999999998,3,3
No,412.5550000000002,5.8006000000000055,2,4
Yes,315.35400000000004,2.9079000000000015,2,4
Yes,146.14499999999998,1.793,0,2
Yes,358.4340000000001,1.7657999999999998,2,5
No,606.6340000000004,-1.157359999999995,2,6
Yes,336.23900000000015,-0.47139999999999915,0,6
Yes,356.422,-1.7903999999999938,1,4
Yes,199.278,3.894800000000002,1,2
Yes,312.45300000000015,4.499500000000004,0,2
Yes,410.58300000000025,4.976400000000006,1,5
Yes,402.48700000000025,2.5606,1,6
No,430.71700000000027,8.840260000000002,1,2
No,402.6630000000002,8.223420000000006,1,2
Yes,279.336,1.8443399999999999,0,4
No,524.8740000000004,11.542499999999986,0,2
Yes,278.337,1.47644,2,5
Yes,384.9040000000002,2.5425000000000004,1,5
Yes,394.89900000000017,2.9960000000000013,1,5
No,416.30400000000014,6.177980000000004,0,4
Yes,89.13799999999999,-0.45970000000000016,1,2
Yes,155.197,0.4213,0,3
Yes,290.403,4.468000000000004,0,3
Yes,310.43699999999995,3.915600000000003,1,2
Yes,184.491,2.3528000000000002,0,1
Yes,236.202,0.6428999999999999,2,3
Yes,205.348,2.1857999999999995,1,3
Yes,176.17499999999998,0.5992,1,3
Yes,151.253,1.9139,1,1
Yes,198.26900000000003,2.695800000000001,1,2
Yes,285.235,-1.8409000000000002,4,8
No,556.863,3.157000000000001,2,2
Yes,302.24600000000004,3.147000000000001,2,5
Yes,435.31800000000004,3.6395000000000026,2,4
No,441.4040000000002,-0.04480000000000073,6,9
Yes,288.3070000000001,1.1098000000000001,1,5
No,631.5709999999999,10.95699999999999,0,4
No,640.6490000000002,3.5120000000000022,1,13
Yes,180.16699999999997,-1.0397000000000005,1,3
Yes,302.4140000000001,3.973100000000003,1,3
Yes,106.12399999999997,1.4990999999999999,0,1
Yes,266.34,4.604600000000003,2,2
Yes,255.23399999999998,-1.970899999999999,4,7
No,791.1150000000001,-0.9884,7,8
Yes,167.258,2.585000000000001,1,3
Yes,398.29700000000014,-1.9332999999999931,1,4
Yes,361.3100000000001,-5.726600000000002,0,4
Yes,206.63299999999992,-4.483499999999998,1,5
No,891.5399999999993,-3.5355000000000123,0,3
Yes,471.42300000000046,1.4696000000000022,0,2
No,838.0040000000001,-1.5736999999999965,2,10
Yes,405.358,-0.4825999999999999,0,6
Yes,420.4190000000002,-4.2062999999999935,1,7
Yes,457.87100000000015,-1.781979999999996,1,7
Yes,175.11899999999997,-3.6580999999999984,2,4
Yes,255.665,0.6878999999999993,1,3
Yes,314.411,1.459,2,7
No,350.4580000000001,5.760500000000005,0,3
Yes,408.49800000000005,3.858500000000003,2,4
Yes,209.31799999999998,1.3119,1,4
Yes,117.15099999999997,2.1678999999999995,1,0
Yes,184.26299999999998,4.054500000000002,0,1
Yes,308.3330000000001,3.609600000000003,1,4
No,1129.2899999999995,-4.041130000000015,15,16
Yes,372.5050000000002,4.266700000000004,0,4
Yes,321.33700000000016,0.5409999999999998,1,8
Yes,220.35599999999997,4.295620000000003,1,1
Yes,228.33499999999998,0.5919000000000003,0,4
Yes,223.07,0.6008000000000002,2,2
Yes,131.17499999999998,0.44439999999999996,2,2
Yes,236.27499999999998,0.08969999999999989,0,3
Yes,307.434,2.3933999999999997,2,4
Yes,278.39899999999994,3.917520000000003,0,2
Yes,375.4000000000002,1.9804000000000002,2,5
Yes,185.183,0.4805199999999999,1,4
Yes,242.32199999999997,1.9975,2,2
Yes,351.40900000000005,1.9509199999999998,2,6
Yes,206.24500000000003,1.3751000000000002,2,2
Yes,499.5570000000004,1.8333000000000002,4,8
Yes,211.33399999999997,1.5821999999999998,2,4
Yes,166.176,1.6034,1,3
Yes,247.72900000000004,2.2257,1,3
Yes,315.84100000000007,3.405920000000002,0,4
Yes,280.84299999999996,3.5669400000000016,1,2
Yes,331.84000000000003,1.9517,2,5
Yes,281.82699999999994,3.7215200000000026,0,2
Yes,361.9210000000002,2.709320000000001,0,4
Yes,255.793,2.4207,1,2
No,348.94300000000004,5.441400000000005,0,3
Yes,330.85600000000017,2.9780000000000015,1,5
Yes,326.2710000000001,3.7250000000000023,0,3
Yes,362.304,4.755600000000005,0,2
Yes,282.558,1.9673699999999998,3,2
Yes,248.157,2.0843,1,3
No,316.316,5.159800000000006,0,1
Yes,331.8470000000001,3.398100000000002,0,3
No,323.8670000000001,5.406800000000005,0,1
No,521.0980000000003,5.523480000000006,0,7
Yes,286.72200000000004,2.2915,1,3
No,1218.7720000000002,-3.7559300000000144,17,15
No,535.0370000000004,3.006100000000001,2,7
Yes,268.70400000000006,2.1246,2,5
Yes,296.7980000000001,2.2253,1,3
Yes,327.8520000000002,2.6019000000000005,1,4
No,391.2940000000001,6.113300000000005,0,3
Yes,204.528,2.0048,0,1
No,837.0579999999999,2.2096000000000076,5,17
Yes,231.299,1.55042,0,2
Yes,277.408,4.1258000000000035,0,3
Yes,309.434,4.014400000000004,0,3
Yes,382.5290000000001,3.8210000000000024,1,3
Yes,275.35200000000003,1.7739,1,4
Yes,166.56,-0.06020000000000025,0,4
Yes,285.391,2.658400000000001,0,4
Yes,274.272,3.281600000000002,0,5
Yes,271.35999999999996,3.424800000000002,1,3
Yes,310.33500000000004,0.8767999999999996,2,7
Yes,320.34499999999997,1.3329999999999995,0,5
Yes,395.43400000000014,2.423800000000001,1,4
Yes,420.32200000000006,4.534700000000004,1,3
Yes,219.28799999999998,1.17188,3,4
Yes,285.31,2.659160000000001,0,4
Yes,284.32300000000004,0.8242799999999997,3,4
No,620.5110000000003,3.300300000000001,2,7
Yes,238.197,0.7035000000000001,1,3
Yes,306.45,3.717900000000002,1,4
Yes,248.307,1.6838000000000002,2,4
Yes,267.245,-1.9800000000000006,4,8
Yes,235.24699999999996,0.07839999999999986,2,6
Yes,125.14899999999997,-1.1670999999999996,2,3
Yes,330.7490000000001,1.8907000000000003,3,5
Yes,338.26800000000003,0.33859999999999946,5,7
No,182.172,-3.5854000000000004,6,6
Yes,428.61000000000035,4.048600000000003,3,6
Yes,152.149,1.3175,1,3
Yes,244.246,2.3374000000000006,2,4
Yes,182.222,2.917600000000001,0,1
Yes,351.41000000000014,1.5593999999999992,1,5
Yes,260.253,1.1076999999999995,1,4
Yes,137.13799999999998,0.49110000000000004,2,2
Yes,234.343,2.5837400000000006,1,2
Yes,265.31600000000003,2.5354,2,2
Yes,211.17700000000002,0.01969999999999944,1,5
No,766.9700000000001,4.443600000000006,6,12
Yes,473.56600000000026,3.6082000000000027,2,6
Yes,298.36300000000006,3.7647000000000013,1,3
Yes,437.4490000000002,1.3724000000000005,4,8
Yes,473.56600000000026,3.325400000000002,4,5
No,454.5190000000002,-0.6360799999999995,2,11
No,412.5290000000003,6.681400000000005,1,2
Yes,303.32200000000006,-0.0807999999999991,2,6
Yes,388.464,2.8591000000000015,2,5
No,282.4679999999999,6.1085000000000065,1,1
Yes,255.22899999999998,1.5204,1,3
Yes,354.45000000000005,2.647100000000001,2,4
Yes,262.349,3.7638000000000025,1,3
Yes,369.4690000000002,3.4647000000000014,1,5
Yes,244.31600000000003,0.7968000000000001,3,3
Yes,129.115,0.03139999999999993,1,3
Yes,252.27300000000002,1.7695999999999998,2,2
Yes,158.117,-2.1798,4,3
Yes,188.23000000000002,1.4844199999999999,0,1
Yes,259.063,-0.2771999999999999,1,3
Yes,246.30999999999995,1.8643399999999999,1,2
Yes,163.13199999999998,0.4813000000000001,1,3
Yes,183.18800000000002,0.11869999999999997,1,3
Yes,430.62900000000025,4.972800000000005,1,4
Yes,298.42600000000004,3.4925000000000024,1,2
Yes,202.297,3.8492000000000033,0,1
No,769.0359999999998,5.528800000000007,2,10
Yes,424.60700000000014,3.801400000000001,4,4
Yes,419.908,3.0211000000000023,2,6
Yes,358.2180000000001,1.3815,2,4
Yes,431.55800000000033,2.6606000000000005,1,6
No,909.1440000000001,4.287600000000005,6,10
Yes,136.14999999999998,1.3137,1,1
Yes,267.37200000000007,2.9221000000000013,2,2
Yes,176.124,-1.4074,4,6
Yes,331.35300000000007,1.5809999999999997,2,5
Yes,275.092,-1.0884000000000005,4,3
Yes,223.272,1.8827999999999998,1,3
Yes,152.14899999999997,1.2133,1,3
Yes,142.585,2.3540200000000002,1,1
Yes,288.38699999999994,2.580000000000001,3,3
Yes,270.37199999999996,3.817400000000003,1,2
Yes,268.229,-1.8566000000000003,4,8
Yes,360.45000000000016,1.9897999999999998,2,5
No,807.1140000000001,-2.0159999999999987,8,9
No,358.56300000000005,5.1443000000000065,2,4
Yes,239.315,1.3059999999999998,4,4
Yes,308.31100000000004,1.8785,2,5
Yes,253.32299999999992,1.4084999999999999,1,4
Yes,418.30200000000036,-2.4723999999999924,0,0
Yes,448.4010000000001,1.7348000000000017,0,3
Yes,417.39100000000025,0.48260000000000325,1,1
Yes,432.35800000000006,-0.29149999999999543,1,3
Yes,440.37800000000016,-0.7629999999999943,1,4
No,558.6400000000003,2.6344000000000003,0,6
Yes,400.48800000000017,-2.2651999999999957,2,8
Yes,429.0460000000002,-1.5253999999999968,0,0
Yes,195.69,-2.3517999999999946,0,2
Yes,196.678,-2.819599999999996,1,2
Yes,323.86400000000003,0.06830000000000136,1,2
No,681.6570000000002,4.126800000000004,2,7
Yes,172.615,-2.6767999999999974,1,2
Yes,427.9720000000002,0.7737000000000027,1,3
Yes,367.04700000000014,-10.408500000000007,0,10
No,906.6399999999998,1.4596000000000078,0,6
Yes,441.3090000000001,-0.8240999999999947,1,3
Yes,346.42300000000006,-0.01839999999999975,0,4
Yes,201.24399999999997,-2.9304999999999994,0,4
Yes,191.94999999999996,-11.7446,0,5
No,614.7310000000002,-1.8330999999999897,0,7
Yes,249.99099999999999,-8.248199999999999,3,5
Yes,297.951,-7.3429,0,7
Yes,252.24499999999998,-1.2941999999999987,0,3
Yes,446.5160000000003,-1.890299999999992,3,7
Yes,96.06099999999999,-3.8496999999999995,0,2
Yes,130.09999999999997,-3.320899999999999,0,3
Yes,164.183,-3.534599999999999,1,4
Yes,333.345,-2.5726799999999956,0,5
Yes,316.439,0.8784999999999998,0,4
Yes,219.947,-4.6648000000000005,0,3
No,528.5120000000002,-5.376199999999992,2,7
Yes,445.18700000000007,-3.005999999999994,2,8
Yes,264.326,-1.6176999999999988,1,3
Yes,281.271,2.3843000000000005,1,4
Yes,308.31500000000005,2.7586000000000013,1,5
Yes,389.517,3.4517000000000015,0,4
Yes,356.26,2.4663000000000004,1,4
Yes,438.3150000000002,-0.9780999999999989,1,5
Yes,384.2700000000001,1.4959999999999998,1,5
Yes,154.253,2.1935000000000002,1,1
Yes,395.38100000000014,2.6385000000000005,2,4
Yes,117.14799999999998,-1.5574999999999992,0,2
Yes,202.38599999999997,1.9591999999999998,0,0
Yes,366.41400000000004,1.8363999999999994,1,6
Yes,154.253,2.6714000000000016,1,1
Yes,339.4350000000002,2.512500000000001,2,4
Yes,99.15799999999999,1.2752,0,2
Yes,298.34600000000006,1.5274999999999992,0,6
No,332.5,5.705400000000003,0,6
Yes,234.38699999999992,2.3451000000000004,0,2
Yes,213.233,0.32599999999999996,3,3
Yes,332.5280000000001,4.985300000000006,1,2
Yes,278.31199999999995,0.19299999999999962,0,4
Yes,372.421,3.0778000000000016,2,5
Yes,232.283,1.8550999999999997,2,2
No,678.5930000000003,-0.8291999999999908,0,19
Yes,74.079,0.17930000000000001,0,2
No,472.75400000000036,9.059960000000004,0,3
Yes,254.285,3.1057000000000015,1,2
Yes,463.55600000000027,1.3234999999999997,2,8
Yes,315.8040000000001,4.3854200000000025,1,3
Yes,260.381,2.850740000000001,2,3
No,516.8570000000003,9.908299999999997,2,4
Yes,372.5530000000001,3.8145000000000024,2,2
Yes,309.406,0.6347999999999998,4,5
Yes,226.27900000000002,2.637100000000001,0,3
Yes,205.25399999999996,-1.1355999999999997,4,4
Yes,154.253,2.6477000000000013,0,1
Yes,353.5300000000001,4.111500000000003,1,1
Yes,230.31099999999998,3.296400000000002,0,2
Yes,230.311,2.607820000000001,0,1
Yes,150.22099999999998,2.824020000000002,1,1
Yes,178.27499999999995,3.6390000000000025,1,1
Yes,117.148,1.7305,0,3
Yes,339.4830000000001,3.361900000000002,1,3
Yes,290.363,2.0437,4,4
Yes,266.34099999999995,0.45210000000000006,3,4
Yes,245.326,2.3047200000000005,1,2
Yes,280.32800000000003,-0.015200000000000324,1,4
Yes,292.42,-0.8863999999999979,4,6
Yes,238.24699999999999,-1.1855,1,4
Yes,118.176,1.4054,0,2
Yes,218.256,1.4735000000000003,1,2
Yes,349.41200000000015,0.3486000000000002,3,5
Yes,426.4920000000002,3.081320000000002,1,6
Yes,236.27099999999993,1.4057,1,2
Yes,142.24199999999996,2.1935000000000002,1,1
Yes,305.37100000000004,0.5366999999999991,4,5
Yes,141.17,0.4491999999999999,1,2
Yes,218.208,1.4696,1,3
Yes,267.245,-0.19628000000000012,2,5
Yes,225.16,0.91032,1,5
Yes,221.256,1.79064,1,3
Yes,335.34100000000007,1.4824199999999998,2,6
Yes,324.4460000000002,3.0958200000000016,2,3
Yes,108.13999999999999,1.7006199999999998,1,1
Yes,191.274,2.4770200000000004,0,1
Yes,445.54500000000024,2.0781199999999993,3,6
Yes,171.15599999999998,0.09201999999999982,1,4
Yes,444.4230000000002,0.91152,3,8
Yes,267.31,1.67444,2,5
Yes,253.28300000000002,1.3660199999999998,2,5
Yes,295.32000000000005,1.7422199999999997,2,5
Yes,260.381,3.1179400000000017,1,2
Yes,220.34099999999998,3.2082400000000018,1,3
Yes,131.178,2.4763200000000003,1,0
Yes,270.339,1.2295199999999997,2,6
Yes,202.301,2.20822,1,2
Yes,218.256,0.5378999999999994,2,2
Yes,167.20799999999997,1.0053999999999998,1,2
Yes,232.283,1.3531999999999997,2,3
Yes,166.24899999999997,1.2782,1,2
Yes,144.214,2.2874,1,1
Yes,146.23,1.1659,2,2
Yes,180.27599999999998,1.6683000000000001,1,2
Yes,102.13299999999998,1.2612,1,1
Yes,115.176,1.052,1,1
No,298.555,6.8763000000000085,1,1
No,270.50099999999986,6.240200000000008,1,1
No,242.44699999999992,5.460000000000006,1,1
Yes,260.381,2.845700000000001,1,2
Yes,205.265,1.2789199999999998,0,4
Yes,347.2420000000001,2.9217000000000013,2,4
Yes,371.2750000000002,2.6804000000000014,1,4
Yes,369.48700000000014,1.2851000000000006,2,6
Yes,244.29399999999998,2.2855,0,3
Yes,242.412,3.010600000000001,0,6
Yes,362.77100000000013,4.4311200000000035,0,6
Yes,149.66500000000002,1.9586999999999999,1,1
Yes,197.66199999999998,-1.3846999999999992,1,3
Yes,256.733,1.2892,1,4
Yes,246.74100000000004,2.8058000000000005,1,2
Yes,196.68100000000004,1.6525999999999998,1,2
Yes,327.8520000000002,2.755200000000001,2,4
Yes,328.84000000000015,2.1209000000000002,3,4
Yes,271.788,3.043400000000002,1,3
Yes,360.8020000000001,-0.37579999999999963,3,8
Yes,372.8930000000001,2.787300000000001,3,5
Yes,266.728,2.700800000000001,0,3
Yes,118.567,1.1399199999999998,1,1
Yes,213.70800000000003,2.1578,1,2
Yes,415.9620000000002,3.3125000000000018,3,5
Yes,316.82900000000006,1.9537999999999998,1,4
Yes,421.9290000000002,0.7604999999999997,1,5
Yes,405.27500000000003,-2.081999999999997,5,9
Yes,277.23600000000005,0.5509999999999993,4,4
Yes,339.31000000000006,3.8670000000000027,0,2
Yes,292.25,3.253000000000002,1,2
Yes,290.19800000000004,2.63084,5,2
Yes,294.178,2.2454,0,4
Yes,408.33300000000014,2.783500000000001,0,4
Yes,236.10200000000003,0.8452999999999999,2,3
Yes,271.788,2.9955000000000016,0,3
Yes,373.88000000000005,3.106600000000002,0,4
Yes,195.69300000000004,2.1734,0,1
Yes,289.80600000000004,3.6598000000000024,0,2
Yes,399.87500000000017,2.1180999999999996,1,5
Yes,157.644,1.8277999999999999,1,1
No,466.01800000000026,5.0243000000000055,0,6
Yes,290.74700000000007,0.23389999999999994,3,5
Yes,228.72299999999996,1.5266,1,3
Yes,343.8510000000001,3.1929000000000016,0,5
Yes,423.9450000000002,1.1386000000000003,1,6
Yes,267.722,3.6677000000000017,1,1
No,456.9890000000003,5.315880000000005,1,3
Yes,409.9100000000001,4.312800000000004,0,5
Yes,207.66499999999994,-0.8417600000000003,4,3
No,588.2300000000002,3.7153000000000027,4,7
No,496.90000000000026,-0.8217999999999994,7,10
No,478.8850000000003,-0.016100000000000225,6,9
Yes,347.208,3.7843000000000018,3,3
Yes,272.776,2.1891999999999996,1,4
Yes,360.9100000000001,1.0338,2,6
Yes,242.74999999999994,1.6284000000000003,1,2
Yes,495.08200000000045,2.5476,3,5
Yes,201.697,1.7496999999999998,2,2
Yes,203.669,1.0667999999999997,3,3
Yes,443.0060000000001,-0.4351999999999981,5,8
Yes,187.67000000000002,1.489,2,2
Yes,215.63299999999998,-2.8332,5,6
Yes,313.8290000000001,2.1384,2,3
Yes,276.207,3.7211000000000025,1,2
Yes,228.723,2.01094,2,2
Yes,320.8420000000001,2.591520000000001,2,5
Yes,256.777,2.7434200000000013,2,2
Yes,264.712,2.4510000000000005,1,2
Yes,387.81400000000014,2.2177,2,4
Yes,269.77199999999993,2.5071000000000003,1,3
Yes,403.90700000000015,2.6507000000000005,2,6
Yes,427.9280000000003,4.832920000000004,0,5
Yes,364.89500000000015,1.5921,1,5
Yes,308.8310000000001,1.5112999999999999,3,4
Yes,222.697,0.21450000000000025,2,3
Yes,441.91200000000026,1.2980000000000003,2,6
Yes,250.169,2.7932000000000006,2,2
Yes,337.8470000000001,3.293000000000002,3,4
Yes,354.832,1.6628,4,3
Yes,128.942,0.8747,1,1
Yes,196.68099999999995,1.7495999999999998,1,2
Yes,300.14500000000015,2.484700000000001,0,4
Yes,212.68,2.1590999999999996,2,1
Yes,199.637,1.2944000000000002,2,2
Yes,213.664,1.857,2,2
Yes,358.6510000000001,4.2420000000000035,0,7
Yes,270.72,1.8518999999999999,1,5
Yes,214.648,2.582,1,2
Yes,284.78700000000003,2.1768,1,3
Yes,230.676,1.6818,1,3
Yes,289.158,3.589800000000003,1,2
Yes,195.69299999999998,2.589200000000001,1,1
Yes,230.09799999999998,2.1737000000000006,2,1
Yes,161.657,2.2328200000000002,0,2
Yes,358.2690000000001,3.2646000000000024,1,3
Yes,232.41,-0.8226000000000001,0,3
Yes,182.18699999999995,0.0688999999999999,2,4
No,747.964,2.4397000000000046,4,14
Yes,210.285,0.0696000000000001,0,6
Yes,135.20999999999998,1.7482,0,1
Yes,331.46700000000004,1.3225,2,8
Yes,308.337,2.5207000000000006,1,3
Yes,143.142,0.37359999999999993,0,3
Yes,200.154,-0.07639999999999991,1,5
No,534.5660000000003,1.6383000000000003,4,8
Yes,361.37300000000005,1.544,1,5
Yes,180.16699999999997,-1.0397,1,3
Yes,176.219,1.3749,0,2
Yes,383.4000000000002,2.8732000000000015,0,7
Yes,208.26099999999997,1.1618,0,3
Yes,289.375,1.9309,1,4
Yes,165.24,1.3405999999999998,1,2
Yes,167.296,2.4206000000000003,1,1
Yes,194.18599999999998,1.2597999999999998,0,4
Yes,325.36100000000005,2.0871999999999997,2,5
Yes,168.19199999999998,1.7124,0,3
Yes,148.20499999999998,2.728300000000001,0,1
Yes,275.348,2.6201000000000008,1,3
Yes,223.22799999999995,1.1824000000000001,1,4
Yes,280.30899999999997,0.8681999999999999,2,6
Yes,260.24499999999995,2.864820000000001,0,5
Yes,317.32800000000003,2.4906000000000006,0,6
Yes,358.8500000000001,4.175920000000003,0,4
Yes,267.35,1.4006999999999998,2,3
Yes,356.41800000000006,4.3655000000000035,1,2
No,498.95799999999997,6.348200000000002,0,0
Yes,184.49099999999996,2.3528000000000002,0,1
Yes,421.4220000000001,1.6254,3,5
Yes,331.29699999999997,0.014100000000000057,3,5
Yes,212.17400000000004,2.8911000000000016,0,1
Yes,379.435,3.6784000000000017,1,3
Yes,263.356,3.520500000000003,0,2
Yes,330.355,4.048500000000003,0,4
Yes,432.98300000000006,1.5557999999999998,3,3
Yes,252.347,0.5973999999999999,3,4
Yes,42.041,-0.57382,1,2
Yes,233.228,-1.6370999999999976,3,5
