is_drug_like,mol weight,logp,hydrogen donors,hydrogen acceptors
Yes,136.238,3.308900000000002,0,0
Yes,118.17899999999997,2.1753,0,0
Yes,150.22099999999998,2.689700000000001,1,1
Yes,154.125,-0.8674000000000002,2,3
Yes,238.45499999999998,2.9446000000000003,0,0
Yes,207.07,3.6023000000000014,0,0
Yes,70.135,1.9725,0,0
Yes,107.156,1.69844,0,1
Yes,131.389,2.5017000000000005,0,0
Yes,143.189,2.4220000000000006,1,1
Yes,106.16799999999999,2.30344,0,0
Yes,148.125,0.1253999999999998,1,5
Yes,32.042,-0.3915,1,1
Yes,226.27599999999998,1.1849999999999998,2,3
Yes,72.107,0.9854,0,1
Yes,130.078,-0.7977000000000001,2,2
Yes,266.257,-1.3750000000000007,4,7
Yes,110.11199999999998,1.0977999999999999,2,2
Yes,102.17699999999999,1.559,1,1
Yes,106.596,2.415400000000001,0,0
Yes,54.09199999999999,1.3584,0,0
Yes,102.13299999999998,0.9595,0,2
Yes,148.205,2.271,1,1
Yes,93.513,-0.2895000000000001,1,1
Yes,413.0,4.494100000000002,0,4
Yes,126.586,2.6484200000000007,0,0
Yes,214.29399999999998,0.3714999999999997,1,5
No,368.3690000000001,6.256760000000005,0,4
Yes,100.16099999999999,1.7656,0,1
Yes,193.24599999999998,2.2257,1,3
Yes,255.277,2.35452,1,4
Yes,154.253,2.6714000000000016,1,1
Yes,223.102,4.660400000000002,0,0
Yes,408.498,4.343200000000004,1,4
Yes,75.067,0.2829999999999999,0,2
Yes,333.266,3.9242000000000035,0,5
Yes,215.894,4.3002,0,0
Yes,218.25299999999996,0.9834000000000005,2,4
Yes,316.48500000000007,4.515300000000004,1,2
Yes,141.939,1.0512000000000001,0,0
Yes,281.35200000000003,1.0414999999999999,2,4
Yes,394.471,3.9531000000000027,1,4
Yes,138.20999999999998,2.3218000000000005,0,1
Yes,212.24899999999997,0.7948999999999993,2,3
Yes,142.242,2.935900000000001,0,1
Yes,217.268,1.771,1,2
Yes,86.178,2.442500000000001,0,0
No,376.49600000000004,6.372000000000007,0,3
Yes,250.30100000000002,3.0025400000000015,0,2
Yes,75.498,0.74878,0,1
No,333.60400000000004,5.391500000000002,0,3
Yes,312.45300000000003,3.8826000000000027,1,2
Yes,80.08999999999999,0.4765999999999999,0,2
Yes,215.894,4.3002,0,0
No,414.63000000000017,5.508800000000006,1,3
Yes,109.12799999999999,0.9743999999999999,2,2
Yes,186.295,3.3001000000000023,0,2
Yes,279.336,1.8443399999999999,0,4
Yes,209.24499999999998,2.192,1,3
Yes,92.569,2.0237,0,0
Yes,144.17299999999997,2.5454,1,1
Yes,345.22600000000017,4.217000000000003,0,4
Yes,82.14599999999999,1.8098,0,0
Yes,124.22699999999999,2.980100000000002,0,0
Yes,126.586,2.6484200000000007,0,0
Yes,102.17699999999999,1.8197999999999999,0,1
Yes,248.307,1.6838000000000002,2,4
Yes,46.073,-0.9205000000000001,2,2
Yes,40.065000000000005,0.6395,0,0
Yes,298.304,3.2283800000000014,0,6
Yes,281.314,2.3388,1,5
Yes,56.064,0.37129999999999996,0,1
Yes,136.114,-0.35380000000000006,2,3
Yes,145.161,1.9403999999999997,1,2
Yes,96.10399999999998,1.8256999999999999,0,0
Yes,78.542,1.6352,0,0
Yes,88.106,0.5694,0,2
Yes,100.20499999999998,2.832600000000001,0,0
Yes,148.249,3.2287000000000017,0,0
Yes,154.253,2.7441000000000013,0,1
Yes,314.46600000000007,4.7938000000000045,0,4
Yes,223.102,4.660400000000002,0,0
Yes,107.156,1.69844,0,1
Yes,150.22099999999998,2.4879000000000007,0,1
No,342.875,5.420300000000004,0,5
No,588.5620000000001,1.338599999999999,3,13
No,252.31599999999997,5.737200000000003,0,0
Yes,182.135,1.8114200000000005,0,4
Yes,207.07000000000002,3.6023000000000014,0,0
Yes,221.26,1.6262,1,3
Yes,162.15200000000002,0.42839999999999984,0,5
Yes,266.30400000000003,2.6512200000000004,1,4
Yes,313.747,3.1887000000000016,0,6
Yes,68.11900000000001,1.7485,0,0
Yes,154.253,2.6698000000000013,1,1
Yes,278.335,3.6130200000000023,0,5
Yes,100.161,1.3114,1,1
Yes,182.17899999999997,-0.06520000000000037,2,3
Yes,290.447,3.959100000000003,1,2
No,182.172,-3.5854000000000004,6,6
Yes,168.239,3.662020000000002,0,0
Yes,215.68800000000002,1.7770999999999997,2,5
Yes,152.22199999999998,1.3421,2,1
Yes,114.18799999999999,2.1557000000000004,0,1
Yes,100.16099999999999,1.6215,0,1
Yes,128.558,2.0456,1,1
Yes,98.14500000000001,1.5196,0,1
Yes,107.156,1.5772199999999998,1,1
Yes,144.388,1.88018,0,1
Yes,303.67100000000005,2.9464000000000006,1,3
Yes,156.269,3.3260000000000023,0,1
Yes,243.74200000000002,2.1914999999999996,1,5
Yes,165.19199999999998,1.4455,1,3
Yes,181.449,3.6468000000000007,0,0
Yes,343.2170000000001,4.233520000000003,0,3
Yes,110.11199999999998,1.0977999999999999,2,2
Yes,254.29299999999998,2.2245999999999997,0,4
Yes,62.137,0.9792,0,1
Yes,171.03699999999998,2.7575200000000013,0,0
Yes,89.09400000000001,0.10160000000000013,1,2
Yes,384.5160000000002,4.575300000000004,0,4
Yes,116.20399999999998,1.6593,1,1
Yes,128.17399999999995,2.839800000000001,0,0
Yes,121.18299999999995,2.1184,1,1
Yes,252.27300000000002,1.7695999999999998,2,2
No,256.348,5.763040000000005,0,0
Yes,393.85400000000016,3.878200000000003,0,6
No,345.6529999999999,5.205900000000002,0,2
Yes,381.1120000000001,4.511700000000001,2,2
Yes,366.41700000000003,3.172900000000002,1,4
Yes,198.653,2.4335000000000004,1,1
Yes,301.296,2.492400000000001,1,3
Yes,478.51300000000026,1.7620999999999996,2,8
Yes,137.01999999999998,2.1814,0,0
Yes,393.69800000000004,4.7366,0,0
Yes,100.16099999999999,1.6215,0,1
Yes,215.36199999999994,3.5141000000000027,0,2
Yes,142.585,2.3486000000000002,0,1
No,505.20600000000024,6.490180000000005,0,4
Yes,224.26,0.9609999999999999,2,3
Yes,277.238,2.7993200000000007,0,6
Yes,254.07000000000002,3.4444000000000017,0,0
No,182.172,-3.5854000000000004,6,6
Yes,62.137,0.9360999999999999,1,1
Yes,133.405,2.0289,0,0
Yes,245.282,2.2411200000000004,0,3
Yes,137.13799999999998,0.49110000000000004,2,2
Yes,137.138,1.9032200000000001,0,2
Yes,212.249,0.6507999999999994,2,3
Yes,120.19499999999996,2.5574200000000005,0,0
Yes,134.65,3.1956000000000016,0,0
Yes,184.19499999999996,0.15879999999999939,2,3
Yes,182.266,3.4718000000000018,0,0
Yes,167.85,2.5938,0,0
Yes,283.331,3.122320000000001,1,4
Yes,192.261,4.301420000000003,0,0
Yes,278.348,3.600400000000003,0,4
Yes,261.919,4.014400000000001,1,2
Yes,299.6909999999999,2.3950000000000005,0,5
Yes,268.356,3.7375000000000025,1,2
Yes,414.82700000000017,1.1715999999999998,1,8
Yes,153.13699999999997,1.6033999999999997,0,3
Yes,120.623,2.805500000000001,0,0
No,429.77200000000016,8.580799999999998,0,0
No,504.43800000000005,-7.571399999999989,11,16
No,366.7180000000002,10.388599999999993,0,0
Yes,253.30499999999995,2.829600000000001,0,3
Yes,98.96000000000001,1.81,0,0
Yes,172.20899999999997,-0.08379999999999999,2,3
Yes,309.36600000000004,4.252800000000004,0,5
Yes,290.832,3.644400000000001,0,0
Yes,345.4010000000002,3.8896000000000033,1,5
Yes,181.44899999999998,3.6468000000000007,0,0
Yes,153.823,2.5529,0,0
Yes,192.001,2.901600000000001,0,2
Yes,128.215,2.0915999999999997,1,1
Yes,302.4580000000001,4.269300000000004,1,2
Yes,180.20699999999997,1.5758999999999999,2,2
Yes,112.216,2.832600000000001,0,0
Yes,180.20999999999998,2.7830000000000004,0,2
Yes,88.14999999999999,1.4313,0,1
Yes,148.20499999999998,2.728300000000001,0,1
No,242.44699999999992,5.460000000000006,1,1
Yes,112.088,-0.9368000000000001,2,2
Yes,135.13,-0.0648999999999999,2,4
No,326.437,6.620600000000001,0,0
Yes,256.30499999999995,2.1311,1,4
No,252.31599999999997,5.640400000000003,0,0
Yes,212.25199999999998,3.3306000000000013,2,1
Yes,232.239,0.7003999999999997,2,3
No,257.547,5.313800000000001,0,0
Yes,206.289,2.903500000000001,1,1
Yes,259.762,2.0904999999999996,0,4
Yes,102.17699999999998,1.4149,1,1
Yes,130.18699999999998,1.7397,0,2
Yes,227.13199999999998,1.7196200000000006,0,6
Yes,397.52400000000006,3.7726000000000024,1,6
Yes,98.18900000000001,2.7307000000000015,0,0
Yes,88.10599999999998,0.5694,0,2
Yes,134.22199999999995,3.118420000000002,0,0
Yes,127.574,1.9222,1,1
Yes,100.20499999999998,2.6885000000000012,0,0
Yes,168.195,3.586000000000002,0,1
Yes,286.34900000000005,2.0576,0,5
Yes,232.20499999999996,2.7989000000000006,1,1
Yes,179.22199999999998,3.3880000000000017,0,1
Yes,360.45000000000016,1.9898000000000002,2,5
Yes,180.156,-3.2214000000000005,5,6
Yes,108.13999999999999,1.7006199999999998,1,1
Yes,365.84200000000004,2.0834,2,4
Yes,404.54700000000025,4.195500000000004,1,5
Yes,168.10799999999995,1.503,0,4
Yes,262.30899999999997,1.4951999999999999,2,3
Yes,200.32199999999997,3.6902000000000026,0,2
Yes,164.208,1.7801,1,1
Yes,88.14999999999999,1.4329,0,1
Yes,60.096000000000004,0.38710000000000006,1,1
Yes,142.201,3.148220000000001,0,0
Yes,208.28,2.2986000000000004,0,0
Yes,270.372,4.785200000000005,2,2
Yes,330.3640000000001,2.1218000000000004,0,8
Yes,126.58599999999996,2.4254000000000007,0,0
Yes,70.09100000000001,0.7614000000000001,0,1
Yes,293.548,3.127600000000002,1,2
Yes,206.28799999999998,4.609840000000004,0,0
Yes,130.18699999999998,1.7397,0,2
Yes,338.79500000000013,2.8699000000000012,1,4
Yes,153.156,1.7840999999999998,1,1
Yes,269.77199999999993,2.9871000000000016,0,2
Yes,82.146,2.1166,0,0
Yes,362.4660000000002,1.7815999999999996,3,5
Yes,80.08999999999999,0.4765999999999999,0,2
Yes,157.55599999999998,2.2482000000000006,0,2
Yes,88.106,0.5694,0,2
Yes,157.55599999999998,2.2481999999999998,0,2
Yes,275.179,4.257200000000004,1,1
Yes,256.33099999999996,1.0257999999999998,1,5
Yes,123.11099999999996,1.5948,0,2
Yes,204.01000000000002,2.2912,0,0
Yes,365.8420000000001,2.7141199999999994,2,4
Yes,241.24299999999994,0.5302000000000002,2,5
Yes,311.85300000000007,4.1574000000000035,0,2
Yes,163.003,2.699,1,1
Yes,102.13299999999998,0.9595,0,2
Yes,218.08299999999997,3.3419000000000016,1,1
Yes,253.26900000000003,0.8334000000000001,3,7
Yes,144.21399999999997,2.1298000000000004,0,2
Yes,309.529,-0.46289999999999937,3,6
Yes,293.41400000000004,4.871880000000004,0,2
Yes,225.296,1.5208,2,6
Yes,112.216,3.142800000000002,0,0
Yes,107.156,1.5772199999999998,1,1
Yes,100.14599999999999,0.7253000000000001,1,3
Yes,151.165,1.4048,1,2
Yes,102.17699999999999,1.5574,1,1
Yes,194.23299999999998,3.6986000000000017,1,1
Yes,192.261,4.301420000000002,0,0
Yes,120.195,2.611860000000001,0,0
Yes,208.26099999999997,1.77922,1,3
Yes,144.258,2.727700000000002,1,1
Yes,268.36,3.767700000000003,1,1
Yes,100.16099999999999,1.7656,0,1
Yes,276.91499999999996,2.78888,1,2
Yes,223.102,4.660400000000002,0,0
Yes,298.367,3.3381000000000016,0,4
Yes,145.161,1.9404,1,2
Yes,235.30800000000002,2.620000000000001,1,3
Yes,258.324,1.3424,1,5
Yes,266.33799999999997,4.6592,1,1
Yes,129.384,1.5776,0,0
Yes,198.22199999999998,0.5009999999999999,1,3
Yes,372.5050000000002,4.266700000000004,0,4
Yes,150.18099999999998,0.8548999999999998,2,1
Yes,212.67999999999998,2.7419200000000012,1,1
Yes,249.09699999999998,3.0185000000000013,1,2
Yes,114.188,1.7015,1,1
Yes,356.2270000000001,0.40430000000000027,3,5
Yes,242.34400000000002,1.3498999999999999,2,3
Yes,222.251,-0.8561000000000003,2,6
Yes,139.10999999999999,1.3003999999999998,1,3
No,364.914,5.270200000000002,0,0
Yes,72.107,0.7968,0,1
Yes,138.126,1.177,1,3
No,291.99199999999996,5.967200000000002,0,0
Yes,308.38100000000003,3.7878000000000025,0,2
Yes,182.135,1.8114200000000005,0,4
Yes,314.46900000000005,4.723500000000005,0,2
Yes,257.76899999999995,2.2173999999999996,0,5
Yes,349.06600000000014,3.520900000000001,0,3
Yes,314.802,3.974100000000001,0,0
Yes,286.718,2.4478999999999997,2,3
Yes,238.28699999999995,1.3510999999999993,2,3
Yes,150.22099999999998,2.824020000000001,1,1
Yes,133.197,0.13429999999999997,1,3
Yes,302.23800000000006,1.9879999999999995,5,7
Yes,490.6390000000001,4.6182,0,1
Yes,296.5520000000001,3.6212000000000026,0,4
Yes,84.162,2.3406000000000002,0,0
No,474.64,7.725599999999999,0,0
Yes,196.68099999999998,2.8698200000000007,0,1
Yes,266.34,3.9444000000000026,1,2
Yes,130.23100000000002,2.3392000000000013,1,1
Yes,90.191,1.7593999999999999,0,1
Yes,98.96000000000001,1.464,0,0
Yes,106.59599999999999,2.4138,0,0
Yes,143.411,1.6200999999999999,0,0
Yes,138.126,1.177,1,3
No,342.297,-5.397199999999993,8,11
Yes,268.32,2.614700000000001,0,4
Yes,112.55899999999997,2.34,0,0
Yes,126.243,3.5329000000000024,0,0
Yes,282.90599999999995,3.053700000000001,0,0
Yes,102.17699999999998,1.5574,1,1
Yes,148.249,3.4193000000000024,0,0
Yes,158.117,-2.1798,4,3
Yes,372.80800000000016,3.141800000000001,3,6
No,320.04600000000005,5.929000000000003,0,0
Yes,330.4680000000001,4.450000000000004,0,3
Yes,162.61899999999997,3.4932000000000016,0,0
Yes,252.31699999999995,3.4346000000000023,0,2
Yes,102.17699999999998,1.5574,1,1
Yes,112.21600000000001,2.976700000000002,0,0
Yes,244.294,2.669100000000001,0,3
Yes,163.00300000000001,2.6990000000000007,1,1
No,416.30400000000014,6.177980000000004,0,4
Yes,119.12299999999998,1.8277999999999999,0,2
Yes,88.14999999999999,1.1689,1,1
Yes,149.237,2.532800000000001,0,1
Yes,114.094,1.9648,0,0
Yes,89.525,1.1388800000000001,0,1
Yes,148.249,3.2752000000000017,0,0
Yes,232.239,0.7003999999999997,2,3
Yes,238.45499999999998,2.9446000000000003,0,0
Yes,119.127,0.9578999999999998,1,2
Yes,221.25599999999994,2.1183,1,3
Yes,122.16699999999999,2.00904,1,1
Yes,88.14999999999999,1.0231999999999999,1,1
Yes,184.238,2.768300000000001,1,1
Yes,186.295,3.3001000000000023,0,2
Yes,297.656,3.144300000000002,0,6
Yes,137.01999999999998,2.0373,0,0
Yes,155.966,1.4413,0,0
Yes,238.29099999999997,1.2198399999999998,0,5
Yes,165.074,2.9616000000000016,0,0
Yes,86.178,2.442500000000001,0,0
No,418.7360000000001,5.551820000000002,0,2
Yes,283.7989999999999,3.1641200000000014,0,2
Yes,156.09699999999998,0.9959,1,5
No,502.9200000000002,7.395680000000005,1,5
Yes,84.082,-0.6131000000000002,2,3
Yes,252.731,2.4547,0,0
Yes,257.437,2.1609000000000003,1,4
Yes,367.8160000000001,4.236100000000003,0,6
Yes,108.13999999999997,1.1789,1,1
Yes,292.33400000000006,3.9668000000000028,1,3
Yes,173.00900000000001,2.1547,1,1
Yes,122.993,1.7897,0,0
Yes,114.23199999999999,3.0786000000000016,0,0
Yes,213.10499999999996,1.4112,0,6
Yes,295.29800000000006,2.4086000000000007,0,4
Yes,44.096999999999994,1.4163,0,0
Yes,209.25299999999996,-0.1303000000000003,2,5
Yes,194.23700000000002,2.970200000000001,1,2
No,252.31599999999997,5.640400000000003,0,0
No,370.49,5.599500000000002,1,1
Yes,154.21199999999996,2.9384000000000015,0,0
Yes,393.85400000000016,3.878200000000003,0,6
Yes,235.90599999999998,3.2116000000000007,0,0
Yes,261.064,1.4359999999999997,0,3
Yes,170.211,3.0592000000000015,1,1
Yes,217.26800000000003,2.709500000000001,1,2
Yes,72.10700000000001,1.1664,0,1
Yes,54.09199999999999,1.0295999999999998,0,0
Yes,162.15200000000002,0.4283999999999998,0,5
Yes,130.23099999999997,2.3376,1,1
Yes,147.00400000000002,2.993400000000001,0,0
Yes,324.33600000000007,2.0025999999999993,1,4
Yes,361.4450000000001,-1.068879999999999,4,6
Yes,131.17799999999997,2.4763200000000003,1,0
Yes,162.152,0.42839999999999984,0,5
Yes,223.22799999999995,1.4502,1,4
Yes,185.22699999999998,0.37720000000000026,2,2
Yes,41.053,0.52988,0,1
Yes,301.34200000000004,3.6038000000000023,1,4
Yes,293.34800000000007,1.9493400000000003,1,5
Yes,167.85,2.5954000000000006,0,0
Yes,74.12299999999999,0.7787999999999999,1,1
Yes,232.32700000000003,3.386800000000001,2,1
Yes,181.449,3.6468000000000007,0,0
Yes,96.08499999999998,1.0920999999999998,0,2
Yes,88.14999999999999,1.0248,1,1
Yes,150.13299999999998,1.2278,0,3
Yes,56.108000000000004,1.5824,0,0
Yes,106.12399999999997,1.4990999999999999,0,1
Yes,82.146,2.1386000000000003,0,0
Yes,410.53600000000023,4.057500000000004,0,7
Yes,226.235,2.4639000000000006,0,3
Yes,166.22299999999998,3.2578000000000014,0,0
Yes,98.18900000000001,2.5866000000000007,0,0
Yes,214.25,-0.5594299999999999,4,4
Yes,152.149,1.1788,1,3
Yes,86.134,1.1853,0,1
Yes,246.30599999999995,2.419600000000001,0,3
Yes,286.28,-1.6424000000000003,5,7
Yes,169.993,1.8314,0,0
Yes,227.337,1.8455999999999997,2,6
Yes,60.096,0.3887,1,1
Yes,330.4680000000001,3.8384000000000027,1,3
Yes,88.14999999999999,1.1673,1,1
Yes,212.248,2.602900000000001,1,2
Yes,122.16699999999999,2.0090399999999997,1,1
Yes,157.55599999999998,2.2482000000000006,0,2
Yes,203.245,1.0666200000000003,1,2
No,291.99199999999996,5.967200000000002,0,0
Yes,260.762,4.7574,0,0
Yes,241.364,2.2356999999999996,2,6
Yes,102.17699999999999,1.4149,1,1
Yes,146.153,0.7282199999999999,0,4
Yes,337.4630000000001,4.221000000000004,1,3
Yes,184.01999999999998,2.2215,0,0
Yes,207.07,3.6023000000000014,0,0
No,780.9490000000001,2.2181000000000015,6,14
Yes,146.111,2.705400000000001,0,0
No,334.45600000000024,5.160800000000005,0,4
Yes,184.263,4.054500000000002,0,1
No,326.437,6.620600000000001,0,0
No,360.88200000000006,7.274000000000001,0,0
Yes,308.3330000000001,3.609600000000003,1,4
Yes,214.264,2.4536000000000007,2,2
Yes,194.18599999999995,1.2597999999999998,0,4
Yes,172.26799999999997,2.910000000000001,0,2
Yes,122.258,2.4076000000000004,0,2
Yes,118.176,1.0594000000000001,0,2
Yes,215.894,4.3002,0,0
Yes,184.242,2.518,2,2
Yes,98.189,2.752700000000001,0,0
Yes,209.29299999999998,1.85272,2,3
Yes,226.27599999999995,1.1849999999999992,2,3
Yes,127.574,1.9222,1,1
Yes,142.58499999999998,2.3486000000000002,0,1
Yes,203.35099999999997,3.3716000000000026,0,2
Yes,102.13299999999998,0.9595,0,2
Yes,360.4500000000002,1.5575999999999999,3,5
Yes,163.82899999999998,2.1425,0,0
Yes,300.3980000000001,3.2664000000000017,0,3
No,230.31,5.0206000000000035,0,0
Yes,122.12299999999998,1.2047,1,2
Yes,94.939,1.0110999999999999,0,0
Yes,379.38100000000003,3.0893200000000016,1,4
Yes,342.7780000000001,4.263000000000003,1,4
Yes,156.22799999999998,3.4022000000000014,0,0
Yes,125.13099999999999,-0.33948000000000017,2,3
No,326.437,6.620600000000001,0,0
Yes,323.133,3.5435000000000016,1,1
Yes,376.36900000000014,-1.7235599999999989,5,8
Yes,175.0,2.5882000000000005,0,0
Yes,163.003,2.699,1,1
No,391.2940000000001,6.113300000000004,0,3
Yes,331.353,1.5810000000000002,2,5
Yes,338.36300000000006,2.3927000000000005,1,4
Yes,70.135,1.9505000000000001,0,0
Yes,107.156,1.57722,1,1
Yes,148.205,2.4237,0,1
Yes,279.34,2.6670000000000007,2,3
Yes,70.135,1.8284,0,0
Yes,95.101,0.7871999999999999,1,2
Yes,30.07,1.0262,0,0
Yes,147.00399999999996,2.9934000000000003,0,0
Yes,167.25799999999998,2.585,1,3
No,498.66200000000026,9.887599999999999,0,0
Yes,216.19199999999995,2.5478000000000005,0,4
Yes,59.068,-0.5084,1,1
Yes,142.201,3.148220000000002,0,0
Yes,271.36,3.475500000000002,0,2
Yes,102.17699999999999,1.4133,1,1
Yes,116.15999999999998,1.3496000000000001,0,2
Yes,172.18299999999996,2.0119000000000002,0,2
Yes,178.23399999999998,3.993000000000002,0,0
Yes,107.15599999999999,1.69844,0,1
Yes,144.258,2.7293000000000016,1,1
Yes,173.83499999999998,1.7337,0,0
Yes,392.4670000000002,1.8957000000000002,3,5
Yes,156.228,3.456640000000002,0,0
Yes,217.378,3.4735000000000023,0,2
Yes,227.08499999999998,-1.0200999999999996,0,9
Yes,138.126,1.177,1,3
Yes,92.56899999999999,2.0253,0,0
Yes,430.9340000000001,2.431,2,4
Yes,329.32099999999997,4.738100000000002,0,1
Yes,243.309,4.728400000000002,1,1
Yes,270.372,3.817400000000003,1,2
Yes,269.373,3.3649000000000022,0,3
Yes,58.08,0.4051,0,1
Yes,281.271,2.3842999999999996,1,4
Yes,132.232,0.49030000000000007,2,1
Yes,197.44799999999998,3.3523999999999994,1,1
Yes,116.15999999999998,1.3496000000000001,0,2
Yes,93.12899999999999,1.2688000000000001,1,1
Yes,156.228,3.456640000000002,0,0
Yes,297.745,-0.35129999999999945,3,5
Yes,152.19599999999994,3.3236000000000017,0,0
Yes,144.21399999999997,2.1298000000000004,0,2
Yes,211.26899999999998,1.1322999999999996,2,6
No,252.31599999999997,5.737200000000003,0,0
